代码,名称
300153,科泰电源
688286,敏芯股份
301319,唯特偶
002548,金新农
301231,荣信文化
688652,京仪装备
688390,固德威
300959,线上线下
603609,禾丰股份
836957,汉维科技
000798,中水渔业
001279,强邦新材
603816,顾家家居
688246,嘉和美康
301413,安培龙
600844,丹化科技
300518,新迅达
002495,佳隆股份
600156,华升股份
300371,汇中股份
300170,汉得信息
688720,艾森股份
000953,河化股份
000592,平潭发展
002687,乔治白
688679,通源环境
300591,万里马
688101,三达膜
600988,赤峰黄金
001338,永顺泰
003032,传智教育
600798,宁波海运
301613,新铝时代
603208,江山欧派
300888,稳健医疗
600749,西藏旅游
603109,神驰机电
603205,健尔康
688222,成都先导
002663,普邦股份
003043,华亚智能
833781,瑞奇智造
688393,安必平
600892,大晟文化
603375,盛景微
688056,莱伯泰科
688229,博睿数据
300918,南山智尚
688239,航宇科技
600588,用友网络
600354,敦煌种业
870726,鸿智科技
000966,长源电力
601952,苏垦农发
688449,联芸科技
002868,绿康生化
301077,星华新材
300896,爱美客
000915,华特达因
603566,普莱柯
002410,广联达
300819,聚杰微纤
688787,海天瑞声
600301,华锡有色
430476,海能技术
688580,伟思医疗
688087,英科再生
688226,威腾电气
300860,锋尚文化
603066,音飞储存
688633,星球石墨
600132,重庆啤酒
603818,曲美家居
300528,幸福蓝海
603365,水星家纺
301498,乖宝宠物
836433,大唐药业
003026,中晶科技
300501,海顺新材
600017,日照港
688655,迅捷兴
002153,石基信息
601566,九牧王
600305,恒顺醋业
603121,华培动力
688073,毕得医药
600590,泰豪科技
688615,合合信息
001337,四川黄金
002404,嘉欣丝绸
300294,博雅生物
600125,铁龙物流
002612,朗姿股份
688233,神工股份
001323,慕思股份
600138,中青旅
301286,侨源股份
600729,重庆百货
600982,宁波能源
688217,睿昂基因
600979,广安爱众
600278,东方创业
301000,肇民科技
301027,华蓝集团
605199,葫芦娃
301371,敷尔佳
688506,百利天恒
002199,*ST东晶
002489,浙江永强
605287,德才股份
002889,东方嘉盛
002731,萃华珠宝
688184,帕瓦股份
688099,晶晨股份
300440,运达科技
605339,南侨食品
300669,沪宁股份
300545,联得装备
688699,明微电子
000529,广弘控股
600536,中国软件
688543,国科军工
603885,吉祥航空
688206,概伦电子
301348,蓝箭电子
301550,斯菱股份
688758,赛分科技
603933,睿能科技
002685,华东重机
605055,迎丰股份
688639,华恒生物
688272,富吉瑞
300767,震安科技
002755,奥赛康
600337,美克家居
301035,润丰股份
600316,洪都航空
603231,索宝蛋白
301096,百诚医药
603255,鼎际得
837046,亿能电力
688401,路维光电
002461,珠江啤酒
603801,志邦家居
600598,北大荒
603918,金桥信息
000869,张  裕Ａ
000831,中国稀土
002481,双塔食品
002923,润都股份
688700,东威科技
605388,均瑶健康
002299,圣农发展
600257,大湖股份
688041,海光信息
688200,华峰测控
688439,振华风光
300012,华测检测
836547,无锡晶海
001259,利仁科技
300830,金现代
300967,晓鸣股份
300281,金明精机
605318,法狮龙
300779,惠城环保
605599,菜百股份
688048,长光华芯
002838,道恩股份
603315,福鞍股份
002808,ST恒久
002627,三峡旅游
300953,震裕科技
601069,西部黄金
688757,胜科纳米
603268,松发股份
688177,百奥泰
002058,威尔泰
002568,百润股份
000713,丰乐种业
000880,潍柴重机
603090,宏盛股份
600280,中央商场
603223,恒通股份
603166,福达股份
301500,飞南资源
001286,陕西能源
300915,海融科技
601156,东航物流
600359,新农开发
603288,海天味业
002661,克明食品
002159,三特索道
603392,万泰生物
688107,安路科技
600955,维远股份
600172,黄河旋风
603078,江化微
300381,溢多利
002735,王子新材
002695,煌上煌
836807,奔朗新材
603238,诺邦股份
301010,晶雪节能
603687,大胜达
920016,中草香料
002928,华夏航空
301227,森鹰窗业
002800,天顺股份
300203,聚光科技
600129,太极集团
300209,*ST有树
688653,康希通信
870866,绿亨科技
688155,先惠技术
603866,桃李面包
688526,科前生物
000601,韶能股份
003000,劲仔食品
600375,汉马科技
600206,有研新材
000710,贝瑞基因
000850,华茂股份
300144,宋城演艺
300225,金力泰
300661,圣邦股份
002374,中锐股份
601330,绿色动力
300346,南大光电
600719,大连热电
301088,戎美股份
300100,双林股份
301228,实朴检测
002469,三维化学
603822,嘉澳环保
300755,华致酒行
301078,孩子王
300314,戴维医疗
003016,欣贺股份
300851,交大思诺
688691,灿芯股份
000004,国华网安
301381,赛维时代
001309,德明利
600857,宁波中百
300466,赛摩智能
688089,嘉必优
839680,广道数字
600573,惠泉啤酒
603697,有友食品
002234,民和股份
000008,神州高铁
301376,致欧科技
688695,中创股份
603227,雪峰科技
600693,东百集团
300558,贝达药业
600081,东风科技
600238,海南椰岛
000911,广农糖业
603221,爱丽家居
301369,联动科技
600127,金健米业
603233,大参林
603169,兰石重装
000862,银星能源
001287,中电港
301212,联盛化学
300077,国民技术
000702,正虹科技
002667,威领股份
603719,良品铺子
603011,合锻智能
002896,中大力德
603170,宝立食品
002041,登海种业
300837,浙矿股份
688337,普源精电
000626,远大控股
300125,ST聆达
002077,大港股份
001215,千味央厨
301001,凯淳股份
000633,合金投资
600735,新华锦
688095,福昕软件
688662,富信科技
688687,凯因科技
688268,华特气体
002356,赫美集团
603558,健盛集团
300416,苏试试验
835179,凯德石英
002541,鸿路钢构
002982,湘佳股份
688045,必易微
688629,华丰科技
600243,青海华鼎
002536,飞龙股份
002852,道道全
603813,原尚股份
300881,盛德鑫泰
603261,立航科技
000922,佳电股份
688788,科思科技
603278,大业股份
600592,龙溪股份
600439,瑞贝卡
000019,深粮控股
300740,水羊股份
301092,争光股份
603062,麦加芯彩
605296,神农集团
605300,佳禾食品
301160,翔楼新材
830964,润农节水
000975,山金国际
300941,创识科技
300527,中船应急
000507,珠海港
600032,浙江新能
688136,科兴制药
002639,雪人股份
688458,美芯晟
688052,纳芯微
688693,锴威特
688072,拓荆科技
301036,双乐股份
300945,曼卡龙
603536,惠发食品
002193,如意集团
688488,艾迪药业
300719,安达维尔
002707,众信旅游
300960,通业科技
600462,*ST九有
600054,黄山旅游
603115,海星股份
300867,圣元环保
002574,明牌珠宝
002269,美邦服饰
001328,登康口腔
000993,闽东电力
301082,久盛电气
000524,岭南控股
002557,洽洽食品
002496,辉丰股份
600936,广西广电
605069,正和生态
603102,百合股份
300923,研奥股份
002297,博云新材
603517,绝味食品
688365,光云科技
688077,大地熊
300378,鼎捷数智
000600,建投能源
688591,泰凌微
000428,华天酒店
600315,上海家化
002562,兄弟科技
605338,巴比食品
834765,美之高
301601,惠通科技
603868,飞科电器
600787,中储股份
430139,华岭股份
002762,金发拉比
300687,赛意信息
002456,欧菲光
603931,格林达
300398,飞凯材料
301075,多瑞医药
300671,富满微
688130,晶华微
920108,宏海科技
002956,西麦食品
300087,荃银高科
688220,翱捷科技-U
603313,梦百合
603688,石英股份
603117,万林物流
601007,金陵饭店
002651,利君股份
000796,凯撒旅业
000931,中 关 村
300748,金力永磁
603162,海通发展
300391,长药控股
600981,汇鸿集团
300795,米奥会展
600882,妙可蓝多
600706,曲江文旅
000978,桂林旅游
301110,青木科技
300040,九洲集团
600744,华银电力
301300,远翔新材
301206,三元生物
600696,岩石股份
603039,泛微网络
301277,新天地
000958,电投产融
603398,沐邦高科
002408,齐翔腾达
605008,长鸿高科
000016,深康佳Ａ
603722,阿科力
300905,宝丽迪
301025,读客文化
301658,首航新能
603123,翠微股份
600101,明星电力
838227,美登科技
002582,好想你
605169,洪通燃气
002749,国光股份
002816,和科达
603507,振江股份
603843,正平股份
301333,诺思格
605499,XD东鹏饮
000656,*ST金科
603590,康辰药业
603511,爱慕股份
300656,民德电子
603317,天味食品
600421,华嵘控股
301396,宏景科技
688522,纳睿雷达
603267,鸿远电子
001219,青岛食品
605011,杭州热电
603477,巨星农牧
688625,呈和科技
688357,建龙微纳
688502,茂莱光学
600754,锦江酒店
871694,DR中裕科
600636,国新文化
002742,ST三圣
300424,航新科技
603658,安图生物
000920,沃顿科技
002609,捷顺科技
920002,万达轴承
002991,甘源食品
603266,天龙股份
001209,洪兴股份
000609,*ST中迪
688519,南亚新材
301276,嘉曼服饰
301556,托普云农
300723,一品红
301662,C宏工
600371,万向德农
600987,航民股份
834058,华洋赛车
300345,华民股份
600962,国投中鲁
603329,上海雅仕
300195,长荣股份
603409,汇通控股
002059,云南旅游
300908,仲景食品
301392,汇成真空
833509,同惠电子
603569,长久物流
300094,国联水产
688717,艾罗能源
300985,致远新能
601933,永辉超市
000888,峨眉山Ａ
300775,三角防务
603110,东方材料
000722,湖南发展
300139,晓程科技
600215,派斯林
603171,税友股份
430489,佳先股份
300318,博晖创新
301190,善水科技
002631,德尔未来
301066,万事利
600513,联环药业
002286,保龄宝
000582,北部湾港
300189,神农种业
000822,山东海化
603079,圣达生物
002365,永安药业
920029,开发科技
603388,ST元成
603607,京华激光
603007,ST花王
600965,福成股份
000736,*ST中地
600387,*ST海越
600171,上海贝岭
002033,丽江股份
600107,美尔雅
300127,银河磁体
002702,海欣食品
603559,*ST通脉
301357,北方长龙
300859,西域旅游
000430,ST张家界
601083,锦江航运
600381,ST春天
002656,ST摩登
836961,西磁科技
301033,迈普医学
603193,润本股份
832982,锦波生物
000899,赣能股份
870299,灿能电力
688010,福光股份
600712,南宁百货
002306,*ST云网
301016,雷尔伟
301259,艾布鲁
301156,美农生物
002696,百洋股份
833171,国航远洋
300106,西部牧业
300260,新莱应材
603718,海利生物
002492,恒基达鑫
603099,长白山
600191,华资实业
600804,*ST鹏博
301618,长联科技
002566,益盛药业
300561,汇金科技
002732,燕塘乳业
688521,芯原股份
301048,金鹰重工
002186,全 聚 德
002653,海思科
001258,立新能源
002084,海鸥住工
301065,本立科技
002900,哈三联
300805,电声股份
300947,德必集团
603136,天目湖
001212,中旗新材
300756,金马游乐
688702,盛科通信-U
832419,路斯股份
603237,五芳斋
000759,中百集团
688290,景业智能
000820,神雾节能
002094,青岛金王
300700,岱勒新材
000670,盈方微
301518,长华化学
002946,新乳业
603693,江苏新能
001217,华尔泰
301589,诺瓦星云
301058,中粮科工
430047,诺思兰德
000610,西安旅游
002909,集泰股份
301287,康力源
000062,深圳华强
300792,壹网壹创
300464,星徽股份
600259,广晟有色
603199,九华旅游
603535,嘉诚国际
603188,亚邦股份
002471,中超控股
001316,润贝航科
300577,开润股份
301428,世纪恒通
600258,首旅酒店
000639,西王食品
301501,恒鑫生活
301585,蓝宇股份
605337,李子园
603336,宏辉果蔬
301116,益客食品
300592,华凯易佰
300797,钢研纳克
603800,洪田股份
000716,黑芝麻
300898,熊猫乳品
600193,创兴资源
000510,新金路
603900,莱绅通灵
002279,久其软件
605108,同庆楼
300997,欢乐家
301073,君亭酒店
603739,蔚蓝生物
605009,豪悦护理
300758,七彩化学
300994,久祺股份
688156,路德环境
430564,天润科技
002272,川润股份
600128,苏豪弘业
300651,金陵体育
001356,富岭股份
603967,中创物流
603819,神力股份
002715,登云股份
600391,航发科技
600292,远达环保
603103,横店影视
837023,芭薇股份
000721,西安饮食
600593,大连圣亚
300783,三只松鼠
300605,恒锋信息
603839,安正时尚
603836,海程邦达
600300,维维股份
600448,华纺股份
603777,来伊份
832023,田野股份
300729,乐歌股份
300616,尚品宅配
603214,爱婴室
603983,丸美生物
301108,洁雅股份
301383,天键股份
002713,东易日盛
301118,恒光股份
300379,东方通
873305,九菱科技
300892,品渥食品
603072,天和磁材
002640,跨境通
301052,果麦文化
300871,回盛生物
603338,浙江鼎力
301665,泰禾股份
000558,天府文旅
300200,高盟新材
603257,中国瑞林
002553,南方精工
300703,创源股份
300350,华鹏飞
300208,*ST中程
300472,新元科技
837403,康农种业
300005,探路者
831726,朱老六
002040,南 京 港
603630,拉芳家化
300927,江天化学
600697,欧亚集团
605138,盛泰集团
601008,连云港
002820,桂发祥
001228,永泰运
000785,居然智家
002719,麦趣尔
001234,泰慕士
002570,贝因美
600540,新赛股份
600249,两面针
603709,中源家居
000505,京粮控股
603128,华贸物流
300973,立高食品
300899,上海凯鑫
300155,安居宝
603120,C肯特
920106,林泰新材
300920,润阳科技
301232,飞沃科技
836826,盖世食品
301256,华融化学
301558,三态股份
300240,飞力达
839273,一致魔芋
872351,华光源海
836422,润普食品
839371,欧福蛋业
001335,C信凯
831087,秋乐种业
832786,骑士乳业
838262,太湖雪
300108,*ST吉药
833994,翰博高新
833874,泰祥股份
832317,观典防务
688555,退市泽达
688086,退市紫晶
603996,退市中新
603963,*ST大药
603603,退市博天
603555,ST贵人
603389,亚振家居
603202,天有为
603157,退市拉夏
603133,退市碳元
601558,退市锐电
601299,中国北车
601268,*ST二重
601258,*ST庞大
601028,玉龙股份
600991,广汽长丰
600978,*ST宜生
600899,*ST信联
600898,*ST美讯
600896,退市海医
600891,退市秋林
600890,退市中房
600878,*ST北科
600870,退市厦华
600856,退市中天
600852,*ST中川
600849,上药转换
600842,中西药业
600840,新湖创业
600837,海通证券
600836,*ST易连
600832,东方明珠
600823,*ST世茂
600813,ST鞍一工
600811,*ST东方
600806,退市昆机
600799,*ST龙科
600788,*ST达曼
600786,东方锅炉
600781,退市辅仁
600772,S*ST龙昌
600767,退市运盛
600766,退市园城
600762,S*ST金荔
600752,*ST哈慈
600747,退市大控
600723,首商股份
600709,ST生态
600705,中航产融
600701,退市工新
600700,*ST数码
600695,退市绿庭
600687,退市刚泰
600680,*ST上普
600677,*ST航通
600672,*ST华圣
600670,*ST斯达
600669,*ST鞍成
600659,*ST花雕
600656,退市博元
600652,退市游久
600647,退市同达
600646,ST国嘉
600634,退市富控
600632,华联商厦
600631,百联股份
600627,上电股份
600625,PT水仙
600614,退市鹏起
600607,上实医药
600591,*ST上航
600565,ST迪马
600555,退市海创
600553,太行水泥
600532,退市未来
600485,*ST信威
600472,包头铝业
600466,*ST蓝光
600432,退市吉恩
600401,退市海润
600393,ST粤泰
600385,退市金泰
600357,承德钒钛
600321,正源股份
600317,营口港
600311,*ST荣华
600306,退市商城
600303,ST曙光
600297,广汇汽车
600296,S兰铝
600291,退市西水
600290,*ST华仪
600286,S*ST国瓷
600277,ST亿利
600275,退市昌鱼
600270,外运发展
600263,路桥建设
600260,*ST凯乐
600253,天方药业
600247,*ST成城
600242,退市中昌
600240,退市华业
600225,退市卓朗
600220,ST阳光
600213,*ST亚星
600209,退市罗顿
600205,S山东铝
600181,S*ST云大
600175,退市美都
600146,退市环球
600145,退市新亿
600139,*ST西源
600122,*ST宏图
600112,*ST天成
600102,莱钢股份
600093,退市易见
600092,S*ST精密
600091,退市明科
600090,退市济堂
600087,退市长油
600086,退市金钰
600083,*ST博信
600077,*ST宋都
600074,退市保千
600070,*ST富润
600069,退市银鸽
600068,葛洲坝
600065,*ST联谊
600005,武钢股份
600003,ST东北高
600002,齐鲁石化
600001,邯郸钢铁
301636,泽润新能
301560,众捷汽车
301486,致尚科技
301323,新莱福
300956,英力股份
300799,左江退
300742,越博退
300630,*ST普利
300542,新晨科技
300526,中潜退
300495,*ST美尚
300431,暴风退
300423,昇辉科技
300392,腾信退
300372,欣泰退
300367,网力退
300362,天翔退
300356,光一退
300336,新文退
300330,计通退
300325,德威退
300312,邦讯退
300309,吉艾退
300297,蓝盾退
300282,三盛退
300280,紫天科技
300273,和佳退
300262,*ST巴安
300216,千山退
300202,聚龙退
300186,大华农
300178,腾邦退
300156,神雾退
300117,*ST嘉寓
300116,*ST保力
300104,乐视退
300090,盛运退
300089,文化退
300064,金刚退
300051,琏升科技
300038,数知退
300028,金亚退
300023,宝德退
002781,奇信退
002776,*ST柏龙
002770,科迪退
002751,易尚退
002740,*ST爱迪
002711,欧浦退
002699,*ST美盛
002684,猛狮退
002680,长生退
002665,ST航高
002621,*ST美吉
002619,*ST艾格
002618,丹邦退
002610,ST爱康
002604,龙力退
002509,天茂退
002505,鹏都农牧
002504,*ST弘高
002503,*ST搜特
002502,ST鼎龙
002499,科林退
002477,雏鹰退
002473,圣莱退
002464,众应退
002450,康得退
002447,晨鑫退
002435,ST长康
002433,太安退
002417,深南退
002411,必康退
002359,北讯退
002341,ST新纶
002325,*ST洪涛
002308,*ST威创
002288,*ST超华
002280,ST联络
002260,德奥退
002251,ST步步高
002220,天宝退
002147,新光退
002143,印纪退
002118,*ST紫鑫
002113,*ST天润
002089,新海退
002087,新纺退
002071,长城退
002070,众和退
002018,华信退
002013,中航机电
002002,ST鸿达
001400,江顺科技
000996,中期退
000982,中银绒业
000979,中弘退
000976,*ST华铁
000971,*ST高升
000961,ST中南
000956,中原油气
000939,凯迪退
000918,*ST嘉凯
000916,华北高速
000866,扬子石化
000861,海印股份
000836,ST富通
000835,长动退
000832,*ST龙涤
000827,*ST长兴
000817,辽河油田
000806,银河退
000805,*ST炎黄
000787,*ST创智
000780,ST平能
000769,*ST大菲
000765,*ST华信
000763,锦州石化
000760,斯太退
000748,长城信息
000732,ST泰禾
000730,*ST环保
000699,S*ST佳纸
000697,炼石航空
000693,华泽退
000689,ST宏业
000687,华讯退
000675,ST银山
000673,当代退
000671,ST阳光城
000667,ST美置
000666,经纬纺机
000662,天夏退
000660,*ST南华
000658,ST海洋
000653,ST九州
000621,*ST比特
000618,吉林化工
000616,*ST海投
000613,东海A退
000611,天首退
000606,顺利退
000602,金马集团
000594,国恒退
000588,PT粤金曼
000587,*ST金洲
000585,东电退
000583,S*ST托普
000578,盐湖集团
000569,长城股份
000562,宏源证券
000556,PT南洋
000549,S湘火炬
000542,TCL通讯
000540,*ST中天
000535,*ST猴王
000527,美的电器
000522,白云山A
000515,攀渝钛业
000511,烯碳退
000508,琼民源A
000502,绿景退
000418,小天鹅A
000416,*ST民控
000413,ST旭电
000412,ST五环
000406,石油大明
000405,ST鑫光
000150,*ST宜康
000047,ST中侨
000046,*ST泛海
000040,*ST旭蓝
000038,大通退
000033,新都退
000024,招商地产
000023,*ST深天
000018,神城A退
000015,PT中浩A
000013,*ST石化A
000005,ST星源
000003,PT金田A
